time,X,Y
18.828,1.1850228502285464e-06,1.5963138194046643e-05
18.832,6.079069803869488e-06,2.137488818346929e-05
18.836,9.525164997108642e-06,2.5666900980432698e-05
18.84,1.1218811761473473e-05,2.190801585110806e-05
18.844,1.409369858533109e-05,1.5598872056804283e-05
18.848,1.14466152568417e-05,9.177474254291377e-06
18.852,5.256429214216549e-06,6.974453283708829e-06
18.856,7.483739384404776e-06,1.435778184462535e-05
18.86,1.843762951734651e-05,2.2290510524125702e-05
18.864,2.754493718385796e-05,1.9717203083758693e-05
18.868,2.7158640388910655e-05,9.242250987976166e-06
18.872,1.9166741774045148e-05,-2.160021733819065e-06
18.876,1.3066066339330967e-05,-9.084777344317765e-06
18.88,1.215275483223029e-05,-1.0012787501350647e-05
18.884,1.0851996436780018e-05,-1.1091120140332373e-05
18.888,8.874406515916522e-06,-1.42795456520163e-05
18.892,1.0349103658966958e-05,-1.20904728089364e-05
18.896,1.966988687174005e-05,2.86691925186507e-07
18.9,4.399999999999999e-05,2.2999999999999966e-05
18.904,7.210227672551312e-05,4.72574147142112e-05
18.908,7.243179552867471e-05,5.0844358003873626e-05
18.912,4.6129242010214106e-05,3.0687350414389006e-05
18.916,3.313752209558146e-05,1.893184853539105e-05
18.92,4.475717811705903e-05,3.1397408793555435e-05
18.924,5.276976284778664e-05,4.299738821709627e-05
18.928,4.546048733796266e-05,3.7583388940573605e-05
18.932,3.843118553192396e-05,3.0331145336251058e-05
18.936,4.19175430950972e-05,3.2307318004170794e-05
18.94,4.985894478450869e-05,3.548175609253583e-05
18.944,5.184721037861311e-05,3.15166291527828e-05
18.948,4.497949121314985e-05,2.0381988199177107e-05
18.952,3.157581794696422e-05,5.172654200945472e-06
18.956,1.4898014421015587e-05,-6.666651709542563e-06
18.96,8.523288106852731e-06,-3.3686978054413482e-06
18.964,2.0986820045200607e-05,1.1554895735612719e-05
18.968,2.8989088669955052e-05,1.4629031747680985e-05
18.972,1.939840797145477e-05,4.719615574869576e-06
18.976,2.5966540022829146e-05,1.2729147502276426e-05
18.98,5.7664598784260696e-05,3.760966195331463e-05
18.984,6.57664181567748e-05,3.876398779842612e-05
18.988,3.820114129317909e-05,1.520490604058903e-05
18.992,2.4813187995924303e-05,9.928710120592376e-06
18.996,4.5567541473429394e-05,3.290499049213938e-05
19.0,6.800000000000001e-05,5.199999999999995e-05
19.004,6.431629244994138e-05,4.433530631344359e-05
19.008,3.8715363420270986e-05,2.0699029844046714e-05
19.012,2.2743923468480917e-05,1.4451648437479317e-05
19.016,3.729927693338802e-05,3.531365819856962e-05
19.02,5.347884937126884e-05,4.5596719756444205e-05
19.024,4.211063791660209e-05,2.532393096862549e-05
19.028,2.520539556464657e-05,6.11188313318578e-06
19.032,1.8766562253756655e-05,-3.178615421337305e-07
19.036,4.395986530977469e-06,-1.4206939056564638e-05
19.04,-1.1447478926298809e-05,-2.3677769809506746e-05
19.044,-6.127571521314416e-06,-1.0870260882494146e-05
19.048,7.65754677939661e-06,1.2068734632363182e-06
19.052,1.1950360104038576e-05,-1.1608549046781082e-06
19.056,1.0270180469719521e-05,-3.0068728490554244e-06
19.06,2.3975267291071215e-06,-4.521255622836904e-06
19.064,-5.9956964620624925e-06,-7.313905084630533e-06
19.068,-9.563600068732094e-08,7.051834752784026e-07
19.072,6.550361766626794e-06,9.021358041408903e-06
19.076,-3.255150475444512e-06,4.377205214081853e-06
19.08,-7.237641954862839e-06,6.189883545257604e-06
19.084,5.669782207878876e-06,1.7999985798300505e-05
19.088,4.216694737833177e-06,1.1848420317177636e-05
19.092,-1.7681584138695204e-05,-8.874558462667278e-06
19.096,-2.2776110859818775e-05,-1.3866300626634507e-05
19.1,2.0000000000000312e-06,-2.0000000000000008e-06
19.104,2.913445334085271e-05,1.0527740696135375e-05
19.108,3.644885211076736e-05,1.9255521972463395e-05
19.112,2.5942757729155787e-05,2.056151861713043e-05
19.116,1.0665068126780634e-05,1.3594880146881108e-05
19.12,2.732334350890684e-06,9.895324171691815e-06
19.124,4.814720697146344e-06,1.4655698876808506e-05
19.128,7.968545290287571e-06,1.682790084793926e-05
19.132,2.061517353320356e-06,7.3953329876262196e-06
19.136,-1.216561695489408e-05,-9.50901697577276e-06
19.14,-2.7223840208909727e-05,-2.6120678143568868e-05
19.144,-4.080115318681049e-05,-4.0864420612225876e-05
19.148,-5.014695164477466e-05,-5.09942762495795e-05
19.152,-4.542486022667984e-05,-4.632071516340507e-05
19.156,-2.809002567219391e-05,-2.8145996286628814e-05
19.16,-1.6380285530826385e-05,-1.5877620627865852e-05
19.164,-1.7224986981932577e-05,-1.5289527706083975e-05
19.168,-2.050636426589955e-05,-1.2159956132267456e-05
19.172,-2.493186167895174e-05,-9.283614813907927e-06
19.176,-3.817776163515001e-05,-2.668220852536787e-05
19.18,-5.527567540556226e-05,-5.9517870873341404e-05
19.184,-6.215192861361178e-05,-7.744122382045661e-05
19.188,-5.711295729555394e-05,-7.040383392522325e-05
19.192,-5.2373357747554286e-05,-6.078935956277735e-05
19.196,-5.1141892011883185e-05,-5.9612169714573386e-05
19.2,-4.099999999999998e-05,-4.8000000000000015e-05
19.204,-2.2254553952456447e-05,-2.4702330962639664e-05
19.208,-1.253588204838637e-05,-1.8781326043026963e-05
19.212,-1.0619146966746483e-05,-2.848747878306363e-05
19.216,-1.7826669583285125e-06,-2.269939965197257e-05
19.22,4.304169449368747e-06,-1.102726099810313e-05
19.224,-5.410209850676617e-06,-2.0678251995791222e-05
19.228,-1.786691754596179e-05,-3.365516705323371e-05
19.232,-2.54697096057284e-05,-3.247693186666192e-05
19.236,-3.5558024673572776e-05,-3.679657994019295e-05
19.24,-4.163667482561044e-05,-4.5787548404199236e-05
19.244,-3.991551909985884e-05,-4.038167791042107e-05
19.248,-4.265861188694554e-05,-3.633246553843813e-05
19.252,-4.494097106897619e-05,-4.793102064676607e-05
19.256,-3.742879343850953e-05,-5.6774730543474315e-05
19.26,-3.938764767313341e-05,-6.085876880188137e-05
19.264,-5.661145844714946e-05,-7.097307594683343e-05
19.268,-6.0715004244298046e-05,-7.182973372851973e-05
19.272,-4.991443368597805e-05,-6.101706650597426e-05
19.276,-5.247200601109305e-05,-6.504303972649371e-05
19.28,-6.261793422578885e-05,-7.80222326388277e-05
19.284,-5.079454221763224e-05,-6.712708925926137e-05
19.288,-2.4131125657457868e-05,-4.0123708168661145e-05
19.292,-1.8242817951907116e-05,-3.404533742519394e-05
19.296,-4.0956264471124565e-05,-5.406190853376291e-05
19.3,-5.999999999999999e-05,-6.999999999999998e-05
19.304,-5.136641373228715e-05,-6.202906538087239e-05
19.308,-3.244891497396788e-05,-4.551405863668463e-05
19.312,-2.3734121266287224e-05,-3.9412607018911896e-05
19.316,-1.4048722292450263e-05,-3.06274564359161e-05
19.32,5.5262564886553355e-06,-4.736888013562391e-06
19.324,2.1564819869801165e-05,1.8458521230170182e-05
19.328,2.914699565417996e-05,2.168355577159359e-05
19.332,3.345229741298025e-05,1.8784217349485945e-05
19.336,2.9966097918098252e-05,1.8647681422978546e-05
19.34,1.78705885446488e-05,1.0178836110710908e-05
19.344,6.433633943657633e-06,-7.043052708935477e-06
19.348,8.417980637754306e-07,-1.7324661959220046e-05
19.352,3.2319136720440537e-06,-1.4227127278129823e-05
19.356,8.880838078762182e-06,-9.95326592636357e-06
19.36,4.322929162384833e-06,-1.562058715454362e-05
19.364,-6.591165379901246e-06,-2.302829410988627e-05
19.368,-8.406291028691765e-06,-2.3818913314079782e-05
19.372,-8.468135968789422e-06,-2.8573236218930872e-05
19.376,-1.4216998756976756e-05,-3.755152470878732e-05
19.38,-1.0403338270507978e-05,-3.281657976373999e-05
19.384,-2.5026377845921694e-06,-2.4384048041181753e-05
19.388,-1.5863498387652586e-05,-3.901078256389817e-05
19.392,-3.6960599603832756e-05,-5.981316565279943e-05
19.396,-3.306429237330664e-05,-5.441825946159981e-05
19.4,-1.2999999999999965e-05,-3.8999999999999965e-05
19.404,-7.3666952849063375e-06,-4.571261231162747e-05
19.408,-2.2261150157802946e-05,-6.774476450997115e-05
19.412,-4.207576161522921e-05,-8.056043531633035e-05
19.416,-5.118939993545692e-05,-7.913424402167055e-05
19.42,-4.845364471032064e-05,-7.52927742685213e-05
19.424,-4.326399171326293e-05,-7.656472342241207e-05
19.428,-3.727867374436732e-05,-7.55331342285407e-05
19.432,-2.9806705658329183e-05,-6.57691984174457e-05
19.436,-2.8005529398858793e-05,-5.585820238675772e-05
19.44,-3.090625477262787e-05,-5.3273544859497347e-05
19.444,-3.437858639815802e-05,-5.863820737086285e-05
19.448,-4.655485239227852e-05,-7.466533452050802e-05
19.452,-6.079769676059902e-05,-9.010642164922706e-05
19.456,-5.5889599762133146e-05,-8.58166134171948e-05
19.46,-4.396664829183352e-05,-7.532472621301038e-05
19.464,-5.083839130012836e-05,-8.283151181048288e-05
19.468,-6.391543668401614e-05,-9.304502556432305e-05
19.472,-6.45263840371864e-05,-8.612319236301472e-05
19.476,-6.148281299090236e-05,-7.818608039436385e-05
19.48,-5.9219749094161365e-05,-8.307309690537016e-05
19.484,-5.619088948926921e-05,-9.256018556138751e-05
19.488,-6.234671163522842e-05,-0.00010080830575960232
19.492,-7.044382763323322e-05,-9.979463451059557e-05
19.496,-5.748667915753354e-05,-7.858366269327981e-05
19.5,-2.7999999999999996e-05,-4.8000000000000015e-05
19.504,-6.155617346537121e-06,-2.9892550176687518e-05
19.508,-5.987820586340897e-06,-3.300190862567413e-05
19.512,-2.7657876812197063e-05,-5.317137809890474e-05
19.516,-4.783073723536918e-05,-6.880909880394327e-05
19.52,-4.1453548617990065e-05,-6.013361720091804e-05
19.524,-2.9527545912551147e-05,-4.846846997227186e-05
19.528,-3.8303969451678225e-05,-5.699224870280647e-05
19.532,-3.840038449553661e-05,-5.631042154399422e-05
19.536,-7.042509378913804e-06,-2.5459591935738142e-05
19.54,1.9835937162922917e-05,-2.0833647339149565e-07
19.544,2.1852655862201507e-05,1.9920007261468302e-06
19.548,2.51877181288462e-05,1.037677363532961e-05
19.552,3.623204142240272e-05,2.8657247520438987e-05
19.556,3.55948148775169e-05,2.9777061215560276e-05
19.56,2.0306861542192183e-05,8.425570936532657e-06
19.564,-6.570707427317078e-06,-2.616185963012914e-05
19.568,-4.266414206392899e-05,-6.563241973834831e-05
19.572,-6.794338305456632e-05,-8.929870022708512e-05
19.576,-6.997751771057974e-05,-8.663706940689343e-05
19.58,-6.583878244317852e-05,-7.71660654013198e-05
19.584,-6.85696327786021e-05,-7.678011214811037e-05
19.588,-7.500814483122122e-05,-8.305007408335502e-05
19.592,-8.676432123116657e-05,-9.367334460597083e-05
19.596,-9.870315661980779e-05,-0.00010033895354329489
19.6,-9.499999999999998e-05,-9.300000000000005e-05
19.604,-8.328293252530572e-05,-8.643702003554673e-05
19.608,-8.41395492939818e-05,-9.485928819747325e-05
19.612,-8.833393105135396e-05,-9.879256893943003e-05
19.616,-8.094151560697364e-05,-8.933435408532636e-05
19.62,-7.771926677797644e-05,-9.252258844193122e-05
19.624,-8.715381024000428e-05,-0.0001084425790037007
19.628,-8.757927478359397e-05,-0.00010226945415118794
19.632,-7.30020265379132e-05,-7.499581135415524e-05
19.636,-6.28048792249471e-05,-6.133315672659422e-05
19.64,-6.288572947781742e-05,-6.62274250438458e-05
19.644,-6.738273321018373e-05,-7.227812591119271e-05
19.648,-7.365778500525584e-05,-7.539019448790588e-05
19.652,-7.01287430405482e-05,-7.193411250429007e-05
19.656,-5.47610401465542e-05,-6.0571015234245465e-05
19.66,-5.574786038177683e-05,-6.10840223742383e-05
19.664,-8.186678193793498e-05,-7.941434039871419e-05
19.668,-9.60837358250514e-05,-8.519645356282295e-05
19.672,-8.082591568221106e-05,-6.620064306802622e-05
19.676,-6.427093368665846e-05,-5.112716102889834e-05
19.68,-6.033674899151277e-05,-5.365647667103611e-05
19.684,-5.221231959945091e-05,-5.376213499046126e-05
19.688,-3.7341532628289706e-05,-4.237108290062848e-05
19.692,-3.1547343981765247e-05,-3.356633782158964e-05
19.696,-3.594687403500335e-05,-3.417488484322426e-05
19.7,-3.6000000000000014e-05,-3.600000000000001e-05
19.704,-2.8026424293295972e-05,-3.498304538891342e-05
19.708,-2.5316169284535716e-05,-3.5735325200329484e-05
19.712,-3.222857857599366e-05,-3.6410671575530056e-05
19.716,-3.201779511038741e-05,-2.8618719172948098e-05
19.72,-1.8073821998426023e-05,-1.6813066291222304e-05
19.724,-8.950640616029773e-06,-1.417157295097682e-05
19.728,-1.1811663236612402e-05,-1.7241572893514766e-05
19.732,-9.507113533464718e-06,-1.2193687321298578e-05
19.736,4.331701511369156e-06,1.3288417328763401e-06
19.74,1.7322918531874135e-05,1.6195725617023813e-05
19.744,2.089817009908592e-05,2.743841104341207e-05
19.748,1.3176478989008972e-05,2.6201735775094655e-05
19.752,-1.191984350794725e-06,1.264518356853611e-05
19.756,-6.3071089662244864e-06,6.701984952265788e-06
19.76,6.3378358694558995e-06,1.9579597694246062e-05
19.764,2.396065966937918e-05,3.64572255903e-05
19.768,3.050123366361142e-05,4.152239860390104e-05
19.772,2.3097207198410535e-05,3.582817736941752e-05
19.776,1.5341494026743272e-05,3.2217477731740025e-05
19.78,2.9377679085940465e-05,4.5285927491974496e-05
19.784,6.197109864409165e-05,7.110442602309807e-05
19.788,7.425940009956831e-05,8.290239554045419e-05
19.792,4.956413731860771e-05,6.796445726943285e-05
19.796,2.5448942953708224e-05,4.794730490312182e-05
19.8,3.3e-05,4.4999999999999996e-05
19.804,5.0742807394928926e-05,5.312996367356554e-05
19.808,4.7122395415157256e-05,5.2962874229610435e-05
19.812,2.4943516830847276e-05,3.7488583497853446e-05
19.816,6.526037604592545e-06,2.0695828324272906e-05
19.82,5.880158449642729e-06,2.1575035884223594e-05
19.824,2.0048112161783518e-05,3.614322481190663e-05
19.828,3.1655585127014265e-05,4.0239846465565086e-05
19.832,2.699018965859548e-05,2.6961672011967417e-05
19.836,1.4823054381578361e-05,1.579977360411597e-05
19.84,1.0359809211597585e-05,1.5693667421461014e-05
19.844,8.703904330608871e-06,1.135617998411157e-05
19.848,-4.48966361481732e-07,-2.458974290655879e-06
19.852,-1.0225198509704291e-05,-1.0574796607258335e-05
19.856,-1.5607008658973296e-05,-1.1777317848509937e-05
19.86,-2.5036972114436612e-05,-2.010817119446673e-05
19.864,-3.44649727023162e-05,-2.9176112235149305e-05
19.868,-3.144423490833205e-05,-2.5320250218627696e-05
19.872,-2.6813974759932522e-05,-2.3200181913387028e-05
19.876,-3.4743690055725014e-05,-3.570399289973305e-05
19.88,-4.001371371418003e-05,-4.161784347688678e-05
19.884,-2.875043469905696e-05,-2.881268772596186e-05
19.888,-1.7325457033290954e-05,-1.9851690598899247e-05
19.892,-2.0697463486948313e-05,-2.666572825430025e-05
19.896,-3.0271891056885587e-05,-3.516198106739508e-05
19.9,-3.599999999999998e-05,-4e-05
19.904,-3.9983775827241494e-05,-4.66647378731577e-05
19.908,-4.549095841401342e-05,-5.106800341446243e-05
19.912,-4.819819545534029e-05,-4.701489635447949e-05
19.916,-4.3704653453348655e-05,-3.827955937377054e-05
19.92,-4.173008065677667e-05,-3.546652285764135e-05
19.924,-5.510497916820238e-05,-4.7237624632638956e-05
19.928,-7.130855803856607e-05,-6.533973929432287e-05
19.932,-6.612902359829082e-05,-6.762354167912407e-05
19.936,-4.601674335103455e-05,-5.261328638559271e-05
19.94,-4.046956098464031e-05,-4.723762821079807e-05
19.944,-5.6218194459192566e-05,-6.211779116892817e-05
19.948,-6.933910363456226e-05,-7.078695269657344e-05
19.952,-6.160555022729582e-05,-5.3647163946776995e-05
19.956,-4.481769938355663e-05,-3.002636269951939e-05
19.96,-3.747369256641091e-05,-2.1458225905538843e-05
19.964,-3.444878284236071e-05,-1.843111562695176e-05
19.968,-2.9140930479979872e-05,-1.4449747341391122e-05
19.972,-3.527775682831531e-05,-2.608840776683898e-05
19.976,-4.819989288593213e-05,-4.738435086468472e-05
19.98,-4.201353252261576e-05,-4.8725756242374974e-05
19.984,-3.0526714589808616e-05,-3.804876215719873e-05
19.988,-4.358284681020663e-05,-4.2112775728789986e-05
19.992,-5.429858780204174e-05,-4.244490340874027e-05
19.996,-3.2710727621334106e-05,-1.8347642898821414e-05
20.0,-1.4000000000000005e-05,-2.00000000000004e-06
20.004,-2.4759948876119098e-05,-1.5974459937924708e-05
20.008,-3.582933787563897e-05,-3.224503567540103e-05
20.012,-3.414076945911586e-05,-3.326378656190304e-05
20.016,-3.6939101820736724e-05,-3.36921039510597e-05
20.02,-4.218330725797444e-05,-4.061408035288046e-05
20.024,-4.580157283531314e-05,-5.034912621492746e-05
20.028,-5.9415895485503084e-05,-6.038493664280846e-05
20.032,-7.653111292685125e-05,-6.548691376646709e-05
20.036,-8.205561757806876e-05,-6.753220816998214e-05
20.04,-8.182625048044198e-05,-7.151190924243224e-05
20.044,-8.079815277876679e-05,-6.843822221213834e-05
20.048,-7.481870097121013e-05,-5.7084048922630796e-05
20.052,-7.122332693168635e-05,-5.458573204828874e-05
20.056,-7.475487873039106e-05,-5.985724445349365e-05
20.06,-7.58936870594959e-05,-5.718762329945043e-05
20.064,-7.279483037474991e-05,-5.388145036898861e-05
20.068,-7.116031149811799e-05,-6.120290132978819e-05
20.072,-7.016973838131215e-05,-6.78115603723456e-05
20.076,-7.031510682158861e-05,-6.616282393674608e-05
20.08,-7.214385901272146e-05,-6.302043570564587e-05
20.084,-6.917473020393768e-05,-5.8526568037150786e-05
20.088,-6.227716269836964e-05,-5.113549733420087e-05
20.092,-6.0707217308316734e-05,-4.832596835472742e-05
20.096,-6.407375638371062e-05,-5.431945849682365e-05
20.1,-6.699999999999999e-05,-6.500000000000002e-05
20.104,-7.244817118909962e-05,-7.6584664163591e-05
20.108,-8.620015219285293e-05,-9.098617376064194e-05
20.112,-0.00010729036852685816,-0.00011205176879343769
20.116,-0.0001256392063004421,-0.0001339924167356158
20.12,-0.00013361099819155824,-0.00014711544440743407
20.124,-0.00013911795580666005,-0.00015465827679493908
20.128,-0.00014447527352035372,-0.00015464283581506446
20.132,-0.0001301230333791425,-0.000128960495388575
20.136,-9.495817794698169e-05,-8.645683300720134e-05
20.14,-7.046756124439741e-05,-6.161779442148429e-05
20.144,-6.355998637562111e-05,-4.999019928913489e-05
20.148,-4.71160691260873e-05,-2.366196626716798e-05
20.152,-1.9241153819099162e-05,3.2215554954199935e-06
20.156,-6.886133100444004e-06,5.526400927191892e-06
20.16,-1.8643952261138186e-05,-5.0418913888473985e-06
20.164,-4.0144174794777015e-05,-1.715808419862122e-05
20.168,-5.8243713411924796e-05,-3.812489479845599e-05
20.172,-7.28832780820415e-05,-6.492397882747722e-05
20.176,-9.43480819182755e-05,-9.367310758413571e-05
20.18,-0.00012081341197812816,-0.00012726500652643762
20.184,-0.00013382742408085116,-0.00015241197165552275
20.188,-0.0001340867985480554,-0.0001592621425684959
20.192,-0.00014035302429140224,-0.00016118878602644805
20.196,-0.00014402429152361916,-0.00015539158752161337
20.2,-0.000122,-0.000122
20.204,-8.459127453417175e-05,-7.405106011601462e-05
20.208,-5.645512990840775e-05,-4.138974276272148e-05
20.212,-3.808217420274031e-05,-2.4628425505048973e-05
20.216,-2.3151642417934288e-05,-1.4056436522545228e-05
20.22,-1.772492496231954e-05,-1.272700970149795e-05
20.224,-2.3195692595393655e-05,-1.801352052369381e-05
20.228,-2.7691483947494935e-05,-1.8958226584535023e-05
20.232,-1.9194951193599193e-05,-1.078320109128931e-05
20.236,2.3421437874692504e-06,4.4318701481910606e-06
20.24,2.168933484179601e-05,1.5389923914679776e-05
20.244,2.1313868637289807e-05,6.837680862362994e-06
20.248,4.1316151534785615e-06,-1.6596786011629415e-05
20.252,-8.771240451758218e-06,-3.4164841470267855e-05
20.256,-1.0841253762021294e-05,-4.3332092238974696e-05
20.26,-2.0700048897342286e-05,-5.8874749884716536e-05
20.264,-4.405123512028425e-05,-7.61708281337454e-05
20.268,-5.562221489606541e-05,-7.314900280997789e-05
20.272,-4.732528269436738e-05,-5.4466480126813595e-05
20.276,-4.6563219402372383e-05,-4.8224981439506776e-05
20.28,-5.342686126801743e-05,-4.847966445628942e-05
20.284,-3.299807031522822e-05,-2.3032912556615345e-05
20.288,3.519121794718482e-06,1.3329804694326327e-05
20.292,6.407454287919948e-06,1.561724406924942e-05
20.296,-1.8643798507840017e-05,-7.147793148922759e-06
20.3,-2.899999999999999e-05,-1.700000000000002e-05
20.304,-3.1333164566659e-05,-2.3333332507328805e-05
20.308,-5.249998043048094e-05,-4.6746373563144674e-05
20.312,-7.48025824578003e-05,-6.53906736625738e-05
20.316,-7.291120361418729e-05,-6.093246244702588e-05
20.32,-5.879784425235915e-05,-5.023231279475845e-05
20.324,-5.103512889842674e-05,-4.516749198657072e-05
20.328,-4.5815397627843636e-05,-3.842855165419828e-05
20.332,-3.2954592766577146e-05,-2.5062006617607393e-05
20.336,-1.7141761937519064e-05,-9.231709121808587e-06
20.34,-1.4940411171299497e-05,-2.63200321343947e-06
20.344,-2.786762894948781e-05,-9.562404420933348e-06
20.348,-3.36105960782392e-05,-1.2555289828439933e-05
20.352,-2.1217340294032553e-05,-1.0930012194010873e-06
20.356,-8.363208854515816e-06,8.783045433160085e-06
20.36,-9.636214554074543e-06,7.90290910144346e-06
20.364,-2.0859698850728963e-05,2.5299347881077397e-06
20.368,-3.592933741471275e-05,-1.0412206557807845e-05
20.372,-5.2969279252521207e-05,-3.0802803852389825e-05
20.376,-7.190999514054407e-05,-4.589956853633889e-05
20.38,-8.92477770285292e-05,-5.418340491626771e-05
20.384,-8.942409555737931e-05,-5.677929895703291e-05
20.388,-6.655913833671395e-05,-4.471047097455691e-05
20.392,-4.51086641117118e-05,-2.59425331034334e-05
20.396,-3.704372660255004e-05,-1.3263242303773349e-05
20.4,-1.5999999999999992e-05,9.000000000000036e-06
20.404,2.3833055828305676e-05,4.5042941013259746e-05
20.408,4.7268791181296295e-05,6.575013521457035e-05
20.412,4.394513628943882e-05,6.848175757989118e-05
20.416,4.091086127890825e-05,7.79584372561873e-05
20.42,4.714404762762045e-05,8.737472441718831e-05
20.424,4.9047143375555975e-05,7.960688846738909e-05
20.428,4.168275090761002e-05,6.532197426411195e-05
20.432,2.665268552795252e-05,4.936602330772649e-05
20.436,7.315095026472054e-06,2.397931423566693e-05
20.44,-6.336837711806025e-06,1.3273915257877231e-06
20.444,-1.0028890857035741e-05,-4.979852401662079e-06
20.448,-8.401116177225087e-06,-2.359828434296031e-07
20.452,-2.4641269886310204e-06,1.2084049107208934e-05
20.456,4.711880759434152e-06,2.553037997741806e-05
20.46,6.467222635896412e-06,2.5090542056109486e-05
20.464,1.1466294929147356e-05,2.099337936781469e-05
20.468,3.351354661335925e-05,3.782017490925869e-05
20.472,5.987182838964978e-05,6.31624336457449e-05
20.476,6.453694296972865e-05,6.604966468566152e-05
20.48,4.8853504552797635e-05,4.9660466286174e-05
20.484,3.9056669952930914e-05,4.048910713239594e-05
20.488,4.505048941520425e-05,4.728365173893959e-05
20.492,4.5960254103702944e-05,5.290251852504481e-05
20.496,2.8955379429546877e-05,4.193741797252174e-05
20.5,1.9e-05,3.099999999999998e-05
20.504,3.752611400355029e-05,4.495544225435671e-05
20.508,5.917561205609428e-05,6.71975629786216e-05
20.512,5.718856668842214e-05,6.884209170003396e-05
20.516,5.32880366311875e-05,6.65111863434672e-05
20.52,6.940235358410242e-05,8.195374254197075e-05
20.524,8.173948400918088e-05,9.093684727114782e-05
20.528,7.210523746011201e-05,7.67795252840602e-05
20.532,6.369169590869529e-05,6.656900027240981e-05
20.536,6.802791254324703e-05,6.992814191003641e-05
20.54,6.0509157814339084e-05,6.011097843808916e-05
20.544,3.316116760589521e-05,3.561777219219971e-05
20.548,1.226934693696044e-05,2.5637197779810997e-05
20.552,1.1872859610317183e-05,3.4638055566794814e-05
20.556,1.9519280561156163e-05,4.273255921602312e-05
20.56,2.786637843266465e-05,4.65797965868501e-05
20.564,3.9870178867122546e-05,5.4511063369934104e-05
20.568,5.137807276283771e-05,6.356220336401709e-05
20.572,5.920428477451898e-05,7.188097519758409e-05
20.576,7.034005257482651e-05,8.617038738914048e-05
20.58,8.260528634315038e-05,0.00010039001703669931
20.584,7.976113894547516e-05,9.873892347437484e-05
20.588,5.894770861677188e-05,8.271749391471926e-05
20.592,3.796667097219304e-05,6.624067029382538e-05
20.596,3.127874316729764e-05,5.691387094604968e-05
20.6,3.900000000000004e-05,6.000000000000002e-05
20.604,5.2325041231618134e-05,7.281380048443761e-05
20.608,5.7514059583303554e-05,7.614582543545065e-05
20.612,5.015166572320957e-05,6.523722849299458e-05
20.616,4.557528727792885e-05,6.334759932282438e-05
20.62,5.502395726388375e-05,7.64096669255231e-05
20.624,6.476163064383204e-05,8.147307843864432e-05
20.628,5.978054217314054e-05,7.19629504966129e-05
20.632,4.658633223928888e-05,6.125706697861963e-05
20.636,3.7902718268064916e-05,5.3631974699901305e-05
20.64,3.882221937493622e-05,5.285094071223262e-05
20.644,4.988700523315426e-05,6.497761109020289e-05
20.648,6.222498763528639e-05,7.632239747402405e-05
20.652,6.177494841036058e-05,7.213515284564452e-05
20.656,5.0720452703866285e-05,6.250253789574687e-05
20.66,4.066928177945075e-05,5.346419052693775e-05
20.664,2.8767195637371298e-05,3.460806613067107e-05
20.668,1.3122858490732039e-05,1.4092755108792458e-05
20.672,9.152077165151523e-06,1.1594922457421305e-05
20.676,1.843236580912295e-05,1.9827915865210465e-05
20.68,1.9709630361375088e-05,2.110181418554969e-05
20.684,9.273131026848364e-06,1.7095279395667485e-05
20.688,2.609526277039622e-06,1.227651845335028e-05
20.692,1.9467712428355207e-06,6.760913285524231e-06
20.696,7.266231262733291e-06,1.2563439079138313e-05
20.7,2.5000000000000005e-05,3.4000000000000007e-05
20.704,3.7872853958956106e-05,4.6293061159901564e-05
20.708,2.3898487645985794e-05,3.214476966587419e-05
20.712,4.8070120453247e-06,1.1552398242442425e-05
20.716,1.0514307085389254e-05,8.652798517200661e-06
20.72,2.7997013858478912e-05,2.2279908928271506e-05
20.724,3.7513399152546876e-05,4.0174198600263986e-05
20.728,4.302670979950983e-05,5.114809124524101e-05
20.732,4.3165139302043964e-05,4.7150547935635565e-05
20.736,3.305846722827698e-05,3.4549831705122664e-05
20.74,2.5182463919173094e-05,2.856828691568656e-05
20.744,2.615996888529753e-05,3.126803766947e-05
20.748,2.796604114691811e-05,3.556225544714291e-05
20.752,3.1062861862274516e-05,4.105518114284811e-05
20.756,3.671199661556899e-05,4.8505937934606295e-05
20.76,4.0577680296499073e-05,5.7770143400761884e-05
20.764,5.207269075104557e-05,7.42288444037676e-05
20.768,7.380576857208911e-05,9.367697562926548e-05
20.772,7.98373395244405e-05,9.62112483968515e-05
20.776,6.327505017931882e-05,7.912374108787075e-05
20.78,5.551631490236584e-05,6.907598487532906e-05
20.784,6.793557655668437e-05,8.252338553879137e-05
20.788,7.864298450658187e-05,0.00010171852575663403
20.792,7.725617524797716e-05,0.00010308220601294988
20.796,6.811273852208358e-05,9.075896012713222e-05
20.8,5.6999999999999996e-05,9.000000000000003e-05
20.804,6.0642470697495764e-05,0.00010916504421364882
20.808,8.488643043348142e-05,0.0001237857987297631
20.812,0.0001010770862231597,0.00011279364478960268
20.816,8.805096896102654e-05,8.952458792841654e-05
20.82,6.391875542050739e-05,7.439387512303903e-05
20.824,4.726790114933688e-05,6.468344564561112e-05
20.828,3.49604065254796e-05,5.4236057332368115e-05
20.832,2.8763499395656785e-05,5.144513267371248e-05
20.836,3.466083972284384e-05,5.851722871588711e-05
20.84,4.1078902170037164e-05,6.207857526978512e-05
20.844,3.7644091443943516e-05,5.654661046998902e-05
20.848,3.491267805718279e-05,5.087468971162389e-05
